Domain_id,Suburb,Postcode,Lat,Lng,lga_ID
46107.0,Yuroke,3063.0,-37.5930751,144.8401227,10.0
36667.0,Somerton,3062.0,-37.6332889,144.944665,10.0
6377.0,Brunswick,3056.0,-37.7666099,144.9584302,11.0
6427.0,Brunswick East,3057.0,-37.769412,144.9804594,11.0
6447.0,Brunswick West,3055.0,-37.761,144.9419122,11.0
9707.0,Coburg,3058.0,-37.7343488,144.9666905,11.0
9727.0,Coburg North,3058.0,-37.7343488,144.9666905,11.0
14297.0,Fawkner,3060.0,-37.6969273,144.9666905,11.0
16477.0,Glenroy,3046.0,-37.7044261,144.9336544,11.0
17537.0,Hadfield,3046.0,-37.7044261,144.9336544,11.0
31507.0,Oak Park,3046.0,-37.7044261,144.9336544,11.0
32147.0,Pascoe Vale,3044.0,-37.7310813,144.9364069,11.0
32177.0,Pascoe Vale South,3044.0,-37.7310813,144.9364069,11.0
6707.0,Bulleen,3105.0,-37.7660476,145.0879338,18.0
12177.0,Doncaster,3108.0,-37.7865824,145.1210303,18.0
12227.0,Doncaster East,3109.0,-37.7883929,145.1541397,18.0
39607.0,Templestowe,3106.0,-37.7537669,145.1486206,18.0
39637.0,Templestowe Lower,3107.0,-37.7641408,145.1099967,18.0
42597.0,Warrandyte,3113.0,-37.7386037,145.2148736,18.0
31077.0,North Warrandyte,3113.0,-37.7386037,145.2148736,18.0
12247.0,Donvale,3111.0,-37.7901921,145.1872619,18.0
32077.0,Park Orchards,3114.0,-37.7760752,145.2148736,18.0
44437.0,Wonga Park,3115.0,-37.7347069,145.2590707,18.0
6877.0,Bundoora,3083.0,-37.6987006,145.0548502,14.0
21677.0,Kingsbury,3083.0,-37.6987006,145.0548502,14.0
24687.0,Macleod,3085.0,-37.7248812,145.0769045,14.0
45427.0,Yallambie,3085.0,-37.7248812,145.0769045,14.0
31107.0,Northcote,3070.0,-37.7736132,144.9997396,14.0
33507.0,Preston,3072.0,-37.7399362,145.0107588,14.0
34167.0,Reservoir,3073.0,-37.7118644,145.0107588,14.0
39937.0,Thornbury,3071.0,-37.7600493,145.0080039,14.0
7037.0,Bunyip,3815.0,-38.0771825,145.7245012,27.0
7047.0,Bunyip North,3815.0,-38.0771825,145.7245012,27.0
19647.0,Iona,3815.0,-38.0771825,145.7245012,27.0
40307.0,Tonimbuk,3815.0,-38.0771825,145.7245012,27.0
15257.0,Garfield,3814.0,-38.0999051,145.6800684,27.0
10227.0,Cora Lynn,3814.0,-38.0999051,145.6800684,27.0
15267.0,Garfield North,3814.0,-38.0999051,145.6800684,27.0
41537.0,Vervale,3814.0,-38.0999051,145.6800684,27.0
31947.0,Pakenham,3810.0,-38.0578366,145.4693163,27.0
31967.0,Pakenham South,3810.0,-38.0578366,145.4693163,27.0
31977.0,Pakenham Upper,3810.0,-38.0578366,145.4693163,27.0
35257.0,Rythdale,3810.0,-38.0578366,145.4693163,27.0
1977.0,Avonsleigh,3782.0,-37.9137981,145.4582381,27.0
9397.0,Clematis,3782.0,-37.9137981,145.4582381,27.0
13747.0,Emerald,3782.0,-37.9137981,145.4582381,27.0
24647.0,Macclesfield,3782.0,-37.9137981,145.4582381,27.0
3287.0,Bayles,3981.0,-38.1825837,145.5912693,27.0
8637.0,Catani,3981.0,-38.1825837,145.5912693,27.0
11097.0,Dalmore,3981.0,-38.1825837,145.5912693,27.0
18257.0,Heath Hill,3981.0,-38.1825837,145.5912693,27.0
21947.0,Koo Wee Rup,3981.0,-38.1825837,145.5912693,27.0
21957.0,Koo Wee Rup North,3981.0,-38.1825837,145.5912693,27.0
45617.0,Yannathan,3981.0,-38.1825837,145.5912693,27.0
3417.0,Beaconsfield,3807.0,-38.0347309,145.3862638,27.0
17497.0,Guys Hill,3807.0,-38.0347309,145.3862638,27.0
3457.0,Beaconsfield Upper,3808.0,-37.999986,145.4360858,27.0
11827.0,Dewhurst,3808.0,-37.999986,145.4360858,27.0
9777.0,Cockatoo,3781.0,-37.9473069,145.5025595,27.0
28077.0,Mount Burnett,3781.0,-37.9473069,145.5025595,27.0
29767.0,Nangana,3781.0,-37.9473069,145.5025595,27.0
25507.0,Maryknoll,3812.0,-38.0817495,145.5690835,27.0
29827.0,Nar Nar Goon,3812.0,-38.0817495,145.5690835,27.0
29837.0,Nar Nar Goon North,3812.0,-38.0817495,145.5690835,27.0
26107.0,Menzies Creek,3159.0,-37.9225135,145.3862638,27.0
