Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
17897.0,,2.0,2021000.0,935000.0,,6.0,2950000.0,865000.0,,,,,2.0,600.0,470.0
71157.0,931000.0,32.0,1355000.0,560000.0,790000.0,137.0,1360000.0,426000.0,,,18.0,515.0,16.0,750.0,390.0
7877.0,,4.0,1785000.0,610000.0,,5.0,1623000.0,550000.0,1.0,1.0,,,2.0,410.0,400.0
10627.0,641000.0,110.0,1495000.0,360000.0,620000.0,200.0,1650000.0,330000.0,5.0,3.0,40.0,390.0,112.0,550.0,250.0
10647.0,710000.0,90.0,1665000.0,486000.0,615000.0,368.0,2500000.0,340000.0,,,37.0,440.0,125.0,620.0,360.0
10657.0,686000.0,111.0,1172000.0,77000.0,650000.0,177.0,1200000.0,55000.0,6.0,3.0,20.0,435.0,114.0,580.0,320.0
10677.0,,8.0,2801000.0,705000.0,788000.0,50.0,4850000.0,541000.0,1.0,1.0,,,8.0,990.0,460.0
11787.0,,,,,,2.0,1700000.0,1147000.0,,,,,3.0,800.0,600.0
20197.0,,5.0,822000.0,587000.0,663000.0,198.0,1061000.0,329000.0,,,,,2.0,280.0,270.0
35597.0,955000.0,31.0,1290000.0,810000.0,975000.0,49.0,1385000.0,780000.0,2.0,,40.0,590.0,15.0,740.0,464.0
36517.0,745000.0,27.0,3100000.0,200000.0,690000.0,57.0,5000000.0,355000.0,,,22.0,,6.0,600.0,460.0
9517.0,678000.0,76.0,1240000.0,459000.0,610000.0,516.0,2800000.0,77000.0,2.0,2.0,38.0,440.0,102.0,750.0,365.0
8137.0,,2.0,1055000.0,910000.0,,4.0,976000.0,630000.0,,,,,3.0,510.0,460.0
9527.0,709000.0,160.0,1340000.0,530000.0,685000.0,992.0,1400000.0,320000.0,10.0,4.0,40.0,450.0,192.0,1000.0,300.0
14407.0,900000.0,117.0,1420000.0,85000.0,785000.0,157.0,9450000.0,470000.0,73.0,49.0,27.0,450.0,90.0,850.0,340.0
24607.0,1160000.0,21.0,2525000.0,729000.0,1000000.0,39.0,6500000.0,730000.0,8.0,3.0,27.0,,7.0,870.0,400.0
24617.0,,4.0,2211000.0,1450000.0,,8.0,4000000.0,1525000.0,,,,,1.0,765.0,765.0
41327.0,905000.0,18.0,1410000.0,681000.0,830000.0,21.0,2150000.0,638000.0,7.0,5.0,53.0,,8.0,650.0,420.0
30017.0,738000.0,100.0,970000.0,440000.0,695000.0,175.0,1700000.0,100000.0,9.0,4.0,22.0,420.0,137.0,650.0,310.0
30077.0,827000.0,115.0,2700000.0,560000.0,790000.0,178.0,2600000.0,550000.0,19.0,10.0,37.0,450.0,65.0,750.0,370.0
30047.0,1553000.0,22.0,4700000.0,800000.0,1890000.0,58.0,4550000.0,750000.0,7.0,3.0,153.0,,6.0,1500.0,478.0
4777.0,,3.0,747000.0,660000.0,,6.0,715000.0,625000.0,,,,,2.0,460.0,450.0
40437.0,,6.0,1100000.0,645000.0,,8.0,1100000.0,600000.0,,,,,4.0,500.0,370.0
42477.0,,4.0,1080000.0,560000.0,,4.0,700000.0,118000.0,,,,,1.0,400.0,400.0
12367.0,600000.0,60.0,850000.0,385000.0,580000.0,116.0,1700000.0,385000.0,10.0,9.0,50.0,360.0,54.0,450.0,300.0
14007.0,610000.0,10.0,730000.0,475000.0,580000.0,19.0,870000.0,58000.0,,,,,8.0,520.0,310.0
13797.0,812000.0,68.0,1250000.0,85000.0,750000.0,132.0,1600000.0,80000.0,15.0,9.0,32.0,420.0,82.0,675.0,340.0
17567.0,701000.0,31.0,2400000.0,530000.0,700000.0,57.0,1550000.0,480000.0,5.0,1.0,60.0,400.0,27.0,750.0,325.0
17807.0,650000.0,97.0,860000.0,430000.0,620000.0,175.0,1095000.0,60000.0,5.0,2.0,31.0,380.0,127.0,480.0,325.0
23137.0,820000.0,114.0,2038000.0,517000.0,785000.0,152.0,2048000.0,450000.0,4.0,4.0,22.0,460.0,37.0,700.0,292.0
24557.0,732000.0,20.0,940000.0,550000.0,720000.0,52.0,1450000.0,480000.0,1.0,,30.0,450.0,34.0,1673.0,360.0
24577.0,895000.0,48.0,1815000.0,517000.0,840000.0,68.0,1350000.0,475000.0,21.0,5.0,23.0,450.0,48.0,850.0,365.0
4637.0,1473000.0,54.0,2805000.0,679000.0,1300000.0,98.0,3300000.0,500000.0,53.0,32.0,42.0,500.0,56.0,795.0,87.0
4667.0,1315000.0,28.0,2200000.0,900000.0,1100000.0,56.0,2250000.0,400000.0,28.0,19.0,24.0,535.0,44.0,750.0,370.0
4657.0,1300000.0,29.0,2482000.0,749000.0,1125000.0,38.0,2560000.0,800000.0,23.0,18.0,23.0,495.0,44.0,795.0,70.0
5477.0,1281000.0,16.0,3000000.0,710000.0,1000000.0,56.0,3500000.0,330000.0,18.0,10.0,,453.0,100.0,1000.0,165.0
5567.0,1455000.0,40.0,2864000.0,760000.0,1350000.0,84.0,4000000.0,250000.0,35.0,18.0,53.0,538.0,62.0,1100.0,165.0
5547.0,1321000.0,43.0,2820000.0,129000.0,1200000.0,100.0,6000000.0,470000.0,42.0,26.0,40.0,495.0,75.0,960.0,340.0
27337.0,1620000.0,31.0,3120000.0,1023000.0,1550000.0,58.0,3000000.0,720000.0,28.0,18.0,60.0,570.0,37.0,1200.0,380.0
7327.0,1252000.0,24.0,1536000.0,971000.0,1100000.0,49.0,1700000.0,265000.0,16.0,11.0,49.0,500.0,81.0,790.0,140.0
14827.0,1230000.0,39.0,2250000.0,590000.0,1100000.0,69.0,2088000.0,500000.0,28.0,20.0,39.0,470.0,56.0,850.0,325.0
31307.0,1260000.0,23.0,2215000.0,815000.0,1050000.0,49.0,4320000.0,545000.0,22.0,13.0,24.0,470.0,55.0,900.0,320.0
26977.0,1156000.0,54.0,2115000.0,510000.0,1100000.0,100.0,1800000.0,140000.0,41.0,24.0,31.0,470.0,96.0,765.0,310.0
41507.0,1218000.0,40.0,1950000.0,490000.0,1100000.0,67.0,5000000.0,440000.0,34.0,18.0,32.0,490.0,68.0,785.0,340.0
41517.0,1500000.0,36.0,2000000.0,820000.0,1350000.0,62.0,8000000.0,680000.0,27.0,19.0,33.0,550.0,58.0,1200.0,370.0
5007.0,1235000.0,28.0,2660000.0,620000.0,1030000.0,49.0,2800000.0,550000.0,15.0,9.0,31.0,520.0,25.0,800.0,370.0
8927.0,818000.0,39.0,2912000.0,550000.0,800000.0,60.0,4700000.0,520000.0,19.0,16.0,16.0,475.0,40.0,775.0,300.0
13457.0,1165000.0,17.0,2325000.0,670000.0,1050000.0,34.0,2310000.0,450000.0,14.0,8.0,62.0,550.0,26.0,750.0,420.0
8937.0,935000.0,17.0,1410000.0,840000.0,875000.0,27.0,1100000.0,630000.0,10.0,7.0,,550.0,11.0,700.0,420.0
8497.0,846000.0,16.0,4350000.0,569000.0,905000.0,28.0,4500000.0,84000.0,11.0,9.0,40.0,460.0,17.0,700.0,340.0
32277.0,1400000.0,24.0,3520000.0,740000.0,1200000.0,45.0,3450000.0,640000.0,7.0,5.0,51.0,650.0,25.0,1600.0,350.0
8967.0,1268000.0,80.0,2830000.0,540000.0,1100000.0,136.0,2200000.0,360000.0,71.0,55.0,46.0,550.0,129.0,1100.0,300.0
9367.0,971000.0,28.0,1750000.0,700000.0,850000.0,62.0,3780000.0,460000.0,22.0,16.0,61.0,460.0,118.0,780.0,255.0
9257.0,1153000.0,12.0,1350000.0,857000.0,1000000.0,19.0,1400000.0,830000.0,8.0,4.0,,445.0,31.0,610.0,350.0
26087.0,1400000.0,47.0,4880000.0,373000.0,1200000.0,73.0,4200000.0,340000.0,37.0,23.0,72.0,528.0,72.0,1400.0,280.0
27577.0,1450000.0,34.0,2100000.0,475000.0,1290000.0,45.0,2125000.0,449000.0,27.0,21.0,31.0,550.0,41.0,830.0,295.0
27817.0,1220000.0,34.0,1995000.0,430000.0,1150000.0,56.0,2150000.0,390000.0,23.0,13.0,49.0,580.0,41.0,980.0,350.0
32097.0,1545000.0,40.0,2400000.0,615000.0,1350000.0,69.0,2700000.0,520000.0,36.0,21.0,53.0,650.0,49.0,1300.0,310.0
1817.0,1380000.0,21.0,3800000.0,550000.0,1300000.0,33.0,4500000.0,520000.0,18.0,10.0,30.0,638.0,20.0,920.0,430.0
1837.0,1203000.0,18.0,1420000.0,956000.0,1050000.0,18.0,1570000.0,885000.0,12.0,12.0,,573.0,16.0,2390.0,470.0
5647.0,,,,,,1.0,,,,,,,,,
42857.0,,8.0,1865000.0,810000.0,1390000.0,12.0,2450000.0,670000.0,6.0,4.0,,,8.0,875.0,510.0
18327.0,1253000.0,12.0,2400000.0,880000.0,1200000.0,11.0,2400000.0,870000.0,,,,,9.0,670.0,450.0
5327.0,844000.0,100.0,1450000.0,475000.0,730000.0,174.0,1570000.0,350000.0,47.0,33.0,24.0,420.0,87.0,650.0,280.0
21867.0,999000.0,24.0,1442000.0,650000.0,825000.0,28.0,1150000.0,650000.0,10.0,6.0,20.0,488.0,36.0,680.0,325.0
35057.0,1130000.0,97.0,2540000.0,505000.0,950000.0,141.0,2300000.0,430000.0,61.0,42.0,38.0,515.0,83.0,840.0,350.0
42327.0,1096000.0,60.0,1945000.0,660000.0,780000.0,109.0,5650000.0,599000.0,39.0,30.0,25.0,470.0,77.0,850.0,350.0
42337.0,1210000.0,59.0,1700000.0,658000.0,1050000.0,81.0,3000000.0,490000.0,46.0,39.0,21.0,500.0,93.0,910.0,330.0
35767.0,1040000.0,21.0,1729000.0,830000.0,805000.0,33.0,1500000.0,590000.0,14.0,11.0,23.0,450.0,15.0,550.0,370.0
39797.0,959000.0,18.0,1360000.0,730000.0,800000.0,21.0,1300000.0,690000.0,10.0,7.0,,,6.0,620.0,250.0
5697.0,699000.0,40.0,1220000.0,400000.0,698000.0,84.0,1100000.0,65000.0,13.0,4.0,41.0,403.0,92.0,700.0,249.0
24877.0,800000.0,38.0,1900000.0,525000.0,780000.0,72.0,1450000.0,520000.0,33.0,20.0,46.0,450.0,119.0,1000.0,250.0
43407.0,966000.0,40.0,1820000.0,510000.0,863000.0,76.0,1800000.0,295000.0,32.0,16.0,56.0,450.0,112.0,660.0,165.0
6227.0,823000.0,13.0,980000.0,650000.0,800000.0,23.0,1450000.0,600000.0,6.0,3.0,102.0,430.0,35.0,650.0,320.0
21717.0,1295000.0,19.0,1800000.0,570000.0,1050000.0,30.0,4000000.0,500000.0,18.0,14.0,45.0,520.0,42.0,795.0,365.0
45777.0,1290000.0,80.0,3202000.0,420000.0,1100000.0,106.0,2800000.0,400000.0,56.0,37.0,50.0,520.0,193.0,950.0,150.0
6127.0,570000.0,35.0,715000.0,330000.0,530000.0,90.0,1100000.0,300000.0,24.0,9.0,29.0,350.0,126.0,1597.0,200.0
11087.0,548000.0,32.0,950000.0,280000.0,540000.0,43.0,770000.0,395000.0,17.0,10.0,51.0,335.0,48.0,480.0,270.0
19797.0,572000.0,16.0,710000.0,405000.0,555000.0,23.0,700000.0,380000.0,16.0,9.0,,340.0,30.0,450.0,280.0
10597.0,639000.0,328.0,1200000.0,313000.0,591000.0,625.0,1700000.0,269000.0,164.0,114.0,35.0,400.0,473.0,700.0,310.0
20307.0,635000.0,43.0,862000.0,60000.0,560000.0,216.0,950000.0,208000.0,5.0,4.0,36.0,420.0,54.0,1962.0,350.0
26487.0,664000.0,130.0,4000000.0,360000.0,629000.0,528.0,4700000.0,208000.0,37.0,20.0,59.0,410.0,125.0,890.0,340.0
35077.0,630000.0,81.0,905000.0,66000.0,620000.0,139.0,1450000.0,335000.0,34.0,20.0,50.0,400.0,109.0,600.0,300.0
12237.0,628000.0,18.0,1150000.0,400000.0,579000.0,333.0,2800000.0,261000.0,2.0,1.0,116.0,420.0,36.0,520.0,355.0
11897.0,625000.0,25.0,1005000.0,488000.0,620000.0,152.0,3000000.0,335000.0,2.0,1.0,43.0,430.0,32.0,560.0,340.0
16877.0,961000.0,10.0,1380000.0,692000.0,,16.0,1300000.0,630000.0,12.0,7.0,,,6.0,600.0,350.0
15787.0,750000.0,41.0,930000.0,580000.0,660000.0,35.0,850000.0,470000.0,29.0,27.0,16.0,420.0,40.0,490.0,310.0
40947.0,755000.0,28.0,1365000.0,478000.0,685000.0,45.0,1000000.0,408000.0,26.0,15.0,53.0,428.0,76.0,2009.0,290.0
17317.0,907000.0,87.0,2500000.0,445000.0,780000.0,162.0,2180000.0,300000.0,85.0,48.0,24.0,460.0,84.0,750.0,320.0
38197.0,680000.0,194.0,3000000.0,390000.0,606000.0,582.0,26250000.0,221000.0,19.0,12.0,24.0,400.0,192.0,780.0,245.0
43867.0,,,,,,1.0,6000000.0,6000000.0,,,,,,,
43577.0,646000.0,18.0,950000.0,500000.0,593000.0,32.0,900000.0,330000.0,14.0,9.0,22.0,410.0,36.0,,220.0
1857.0,1050000.0,11.0,1375000.0,650000.0,880000.0,15.0,1100000.0,599000.0,12.0,6.0,,,3.0,650.0,370.0
6657.0,,,,,,1.0,1200000.0,1200000.0,,,,,,,
7717.0,600000.0,19.0,755000.0,440000.0,590000.0,34.0,1575000.0,390000.0,15.0,7.0,46.0,420.0,19.0,600.0,277.0
10107.0,525000.0,12.0,630000.0,410000.0,500000.0,20.0,600000.0,410000.0,3.0,1.0,,338.0,22.0,405.0,280.0
25717.0,578000.0,51.0,795000.0,350000.0,550000.0,88.0,1300000.0,335000.0,20.0,11.0,46.0,370.0,80.0,600.0,250.0
31517.0,,1.0,1240000.0,1240000.0,,2.0,1150000.0,1150000.0,,,,,,,
6377.0,1300000.0,89.0,3330000.0,515000.0,1150000.0,149.0,5000000.0,280000.0,93.0,55.0,35.0,600.0,259.0,,275.0
6427.0,1212000.0,47.0,2690000.0,604000.0,1050000.0,62.0,2400000.0,370000.0,40.0,30.0,39.0,568.0,120.0,1500.0,163.0
6447.0,1231000.0,56.0,3150000.0,212000.0,1050000.0,86.0,2600000.0,320000.0,44.0,30.0,32.0,530.0,132.0,1200.0,270.0
9707.0,1330000.0,99.0,2102000.0,535000.0,1100000.0,157.0,2870000.0,280000.0,98.0,58.0,31.0,520.0,214.0,1960.0,250.0
9727.0,971000.0,40.0,1615000.0,613000.0,900000.0,56.0,2600000.0,450000.0,33.0,22.0,34.0,480.0,59.0,,350.0
14297.0,760000.0,59.0,1900000.0,330000.0,720000.0,90.0,1900000.0,70000.0,48.0,28.0,52.0,410.0,125.0,600.0,295.0
16477.0,672000.0,121.0,1690000.0,360000.0,600000.0,211.0,1250000.0,180000.0,103.0,52.0,34.0,385.0,250.0,1871.0,290.0
17537.0,856000.0,22.0,1250000.0,490000.0,725000.0,35.0,985000.0,400000.0,15.0,9.0,30.0,420.0,55.0,650.0,325.0
31507.0,885000.0,59.0,2600000.0,510000.0,780000.0,69.0,1625000.0,450000.0,34.0,24.0,44.0,450.0,80.0,600.0,275.0
32147.0,805000.0,119.0,1940000.0,480000.0,708000.0,179.0,2000000.0,220000.0,103.0,66.0,37.0,420.0,190.0,770.0,115.0
32177.0,1258000.0,40.0,1860000.0,727000.0,1025000.0,66.0,2400000.0,100000.0,47.0,23.0,40.0,480.0,82.0,880.0,300.0
6707.0,1520000.0,49.0,3500000.0,498000.0,1300000.0,83.0,3800000.0,495000.0,39.0,28.0,36.0,505.0,46.0,775.0,315.0
12177.0,1465000.0,92.0,3299000.0,712000.0,1325000.0,212.0,6000000.0,330000.0,73.0,38.0,99.0,550.0,141.0,1150.0,229.0
12227.0,1550000.0,88.0,3100000.0,830000.0,1350000.0,224.0,2800000.0,138000.0,77.0,48.0,77.0,560.0,141.0,1000.0,325.0
39607.0,1700000.0,56.0,6850000.0,920000.0,1490000.0,116.0,7350000.0,795000.0,40.0,21.0,52.0,655.0,32.0,1500.0,127.0
39637.0,1368000.0,58.0,1913000.0,775000.0,1288000.0,109.0,2890000.0,660000.0,49.0,32.0,45.0,550.0,76.0,1000.0,360.0
42597.0,1400000.0,19.0,4300000.0,1000000.0,1360000.0,34.0,4148000.0,890000.0,5.0,3.0,34.0,,4.0,1500.0,450.0
31077.0,1380000.0,16.0,2350000.0,1052000.0,1300000.0,22.0,1850000.0,850000.0,3.0,2.0,39.0,,1.0,720.0,720.0
12247.0,1485000.0,31.0,3809000.0,650000.0,1500000.0,70.0,4000000.0,375000.0,26.0,18.0,26.0,520.0,34.0,1000.0,200.0
32077.0,1998000.0,10.0,3008000.0,1465000.0,1768000.0,22.0,5000000.0,1460000.0,1.0,1.0,,,,,
44437.0,2200000.0,13.0,3560000.0,1001000.0,1540000.0,24.0,3850000.0,570000.0,2.0,1.0,48.0,,3.0,1600.0,550.0
6877.0,900000.0,111.0,1950000.0,465000.0,790000.0,152.0,1700000.0,320000.0,87.0,67.0,32.0,430.0,205.0,750.0,140.0
21677.0,891000.0,12.0,1950000.0,785000.0,770000.0,19.0,2000000.0,445000.0,10.0,6.0,,395.0,38.0,800.0,70.0
24687.0,1105000.0,25.0,2001000.0,620000.0,1020000.0,35.0,1800000.0,590000.0,18.0,10.0,39.0,458.0,44.0,750.0,104.0
45427.0,950000.0,15.0,1502000.0,765000.0,1040000.0,20.0,1450000.0,720000.0,15.0,8.0,,480.0,11.0,600.0,370.0
31107.0,1600000.0,88.0,4350000.0,856000.0,1550000.0,138.0,4450000.0,285000.0,85.0,53.0,30.0,650.0,204.0,,190.0
33507.0,1246000.0,100.0,2100000.0,454000.0,1025000.0,185.0,3280000.0,120000.0,94.0,56.0,69.0,495.0,299.0,1000.0,47.0
34167.0,846000.0,191.0,2300000.0,126000.0,755000.0,319.0,3000000.0,125000.0,174.0,98.0,77.0,410.0,485.0,2391.0,81.0
39937.0,1463000.0,66.0,2465000.0,340000.0,1275000.0,89.0,2400000.0,325000.0,60.0,41.0,37.0,600.0,161.0,1300.0,250.0
7037.0,793000.0,18.0,1375000.0,395000.0,730000.0,33.0,1400000.0,460000.0,1.0,1.0,31.0,,4.0,950.0,380.0
7047.0,,,,,,1.0,1300000.0,1300000.0,,,,,,,
15257.0,800000.0,15.0,1520000.0,475000.0,738000.0,20.0,1750000.0,525000.0,,,21.0,,8.0,680.0,360.0
10227.0,,,,,,1.0,1910000.0,1910000.0,,,,,,,
31947.0,635000.0,337.0,2400000.0,340000.0,599000.0,558.0,2100000.0,77000.0,9.0,6.0,23.0,390.0,301.0,650.0,280.0
31977.0,,2.0,1065000.0,990000.0,,3.0,1035000.0,960000.0,,,,,,,
1977.0,,5.0,1130000.0,725000.0,885000.0,12.0,1300000.0,650000.0,,,,,,,
9397.0,,,,,,1.0,100000.0,100000.0,,,,,1.0,480.0,480.0
13747.0,1050000.0,25.0,1610000.0,520000.0,900000.0,41.0,1500000.0,460000.0,,,28.0,,4.0,540.0,360.0
24647.0,,6.0,2775000.0,1000000.0,,5.0,2700000.0,1300000.0,,,,,1.0,650.0,650.0
3287.0,,3.0,1680000.0,535000.0,,3.0,1500000.0,420000.0,,,,,,,
8637.0,,1.0,420000.0,420000.0,,1.0,450000.0,450000.0,,,,,,,
11097.0,,,,,,2.0,680000.0,350000.0,,,,,,,
21947.0,700000.0,21.0,1000000.0,400000.0,650000.0,35.0,4000000.0,380000.0,,,26.0,,4.0,550.0,330.0
45617.0,,,,,,1.0,595000.0,595000.0,,,,,,,
3417.0,873000.0,37.0,1802000.0,97000.0,828000.0,109.0,2500000.0,450000.0,2.0,1.0,33.0,455.0,26.0,725.0,350.0
17497.0,,1.0,1770000.0,1770000.0,,5.0,2900000.0,1300000.0,1.0,,,,,,
3457.0,,6.0,1500000.0,800000.0,1235000.0,11.0,1900000.0,740000.0,,,,,2.0,630.0,440.0
9777.0,790000.0,25.0,1700000.0,660000.0,750000.0,50.0,1500000.0,410000.0,,,32.0,,4.0,595.0,375.0
25507.0,,1.0,1902000.0,1902000.0,,1.0,1785000.0,1785000.0,,,,,,,
29827.0,,3.0,4000000.0,610000.0,,4.0,16000000.0,757000.0,1.0,1.0,,,3.0,800.0,330.0
29837.0,,1.0,1050000.0,1050000.0,,9.0,5500000.0,523000.0,,,,,,,
26107.0,,4.0,1478000.0,990000.0,975000.0,10.0,1290000.0,745000.0,,,,,1.0,650.0,650.0
36027.0,,4.0,1301000.0,970000.0,795000.0,10.0,1100000.0,570000.0,,,,,3.0,500.0,440.0
31647.0,700000.0,114.0,3600000.0,449000.0,674000.0,650.0,3600000.0,358000.0,,,20.0,430.0,131.0,600.0,350.0
31657.0,,4.0,930000.0,687000.0,650000.0,38.0,890000.0,450000.0,,,,,8.0,620.0,370.0
41107.0,,1.0,1550000.0,1550000.0,,1.0,690000.0,690000.0,,,,,,,
7817.0,541000.0,17.0,750000.0,395000.0,535000.0,31.0,2000000.0,320000.0,,,17.0,385.0,25.0,530.0,280.0
2167.0,,,,,,7.0,925000.0,330000.0,,,,,5.0,425.0,310.0
2367.0,495000.0,37.0,735000.0,346000.0,475000.0,59.0,2350000.0,275000.0,1.0,,21.0,360.0,54.0,695.0,240.0
2377.0,573000.0,23.0,1745000.0,400000.0,545000.0,36.0,1850000.0,370000.0,,,23.0,360.0,33.0,450.0,270.0
4587.0,,7.0,2200000.0,266000.0,665000.0,14.0,2100000.0,230000.0,,,,380.0,24.0,750.0,300.0
14037.0,,3.0,525000.0,410000.0,,4.0,750000.0,475000.0,,,,,5.0,380.0,280.0
144637.0,645000.0,24.0,865000.0,510000.0,595000.0,50.0,1050000.0,250000.0,,,42.0,440.0,48.0,580.0,300.0
28357.0,600000.0,13.0,820000.0,310000.0,573000.0,22.0,780000.0,295000.0,1.0,,35.0,360.0,19.0,,230.0
30497.0,665000.0,10.0,1550000.0,310000.0,685000.0,20.0,1800000.0,295000.0,,,,360.0,14.0,530.0,265.0
33967.0,468000.0,25.0,890000.0,230000.0,425000.0,39.0,1122000.0,220000.0,1.0,1.0,28.0,350.0,36.0,450.0,210.0
7017.0,740000.0,19.0,2040000.0,520000.0,695000.0,24.0,2300000.0,450000.0,,,21.0,,9.0,560.0,280.0
11537.0,600000.0,23.0,880000.0,248000.0,565000.0,85.0,860000.0,255000.0,,,16.0,400.0,22.0,480.0,310.0
35987.0,434000.0,55.0,620000.0,321000.0,420000.0,101.0,760000.0,290000.0,1.0,,16.0,350.0,79.0,,180.0
22677.0,745000.0,12.0,1438000.0,522000.0,785000.0,16.0,1350000.0,495000.0,,,43.0,420.0,23.0,710.0,350.0
51697.0,,7.0,1500000.0,405000.0,,9.0,1480000.0,375000.0,,,,,2.0,400.0,385.0
43237.0,474000.0,60.0,1230000.0,290000.0,445000.0,77.0,1195000.0,270000.0,,,30.0,350.0,83.0,600.0,210.0
157177.0,850000.0,36.0,1635000.0,290000.0,783000.0,50.0,1500000.0,290000.0,12.0,5.0,28.0,450.0,17.0,,390.0
12437.0,1100000.0,57.0,5450000.0,73000.0,940000.0,88.0,6000000.0,92000.0,18.0,13.0,28.0,474.0,28.0,1200.0,295.0
35287.0,1250000.0,57.0,7100000.0,420000.0,1250000.0,107.0,5800000.0,550000.0,23.0,14.0,59.0,520.0,29.0,1100.0,158.0
1687.0,,4.0,1805000.0,1250000.0,,4.0,1650000.0,1000000.0,2.0,2.0,,,,,
14637.0,,4.0,7635000.0,2470000.0,,9.0,28429000.0,2990000.0,5.0,4.0,,,3.0,1500.0,895.0
25587.0,1210000.0,33.0,2870000.0,459000.0,1200000.0,51.0,3450000.0,780000.0,25.0,19.0,47.0,,9.0,920.0,420.0
27897.0,1153000.0,126.0,4200000.0,500000.0,1150000.0,182.0,10500000.0,325000.0,15.0,12.0,25.0,593.0,82.0,1800.0,360.0
34867.0,862000.0,119.0,2350000.0,79000.0,880000.0,175.0,2625000.0,79000.0,53.0,45.0,30.0,480.0,52.0,720.0,360.0
7987.0,,4.0,1500000.0,956000.0,,6.0,2400000.0,750000.0,1.0,1.0,,,1.0,925.0,925.0
14477.0,,7.0,3315000.0,1475000.0,1950000.0,16.0,2800000.0,1380000.0,2.0,2.0,,,2.0,830.0,800.0
35247.0,1168000.0,100.0,3800000.0,375000.0,1190000.0,148.0,5500000.0,269000.0,36.0,29.0,34.0,550.0,27.0,2000.0,350.0
40487.0,995000.0,32.0,1704000.0,753000.0,1000000.0,46.0,1600000.0,83000.0,15.0,11.0,17.0,495.0,11.0,650.0,395.0
677.0,,,,,,2.0,730000.0,690000.0,,,,,,,
7547.0,,,,,,3.0,1059000.0,550000.0,,,,,1.0,400.0,400.0
10297.0,788000.0,12.0,1620000.0,599000.0,775000.0,21.0,1575000.0,430000.0,1.0,,27.0,,2.0,470.0,350.0
10377.0,590000.0,21.0,916000.0,450000.0,640000.0,38.0,1300000.0,399000.0,,,56.0,,4.0,550.0,350.0
23027.0,710000.0,19.0,1361000.0,501000.0,695000.0,27.0,1000000.0,470000.0,1.0,,32.0,,7.0,530.0,350.0
32817.0,,2.0,623000.0,480000.0,,4.0,570000.0,480000.0,,,,,1.0,340.0,340.0
39657.0,,4.0,620000.0,410000.0,,6.0,670000.0,410000.0,,,,,,,
39817.0,,2.0,640000.0,500000.0,,4.0,1400000.0,470000.0,,,,,,,
2507.0,1260000.0,13.0,1910000.0,906000.0,1319000.0,17.0,3950000.0,1150000.0,4.0,2.0,37.0,,2.0,1200.0,700.0
2517.0,,2.0,4400000.0,3500000.0,,4.0,4600000.0,2750000.0,1.0,1.0,,,1.0,850.0,850.0
26297.0,,2.0,2630000.0,2580000.0,,2.0,2000000.0,2000000.0,2.0,2.0,,,1.0,3802.0,3802.0
26317.0,,,,,,2.0,7350000.0,4750000.0,,,,,,,
3267.0,,9.0,1890000.0,630000.0,690000.0,17.0,850000.0,185000.0,1.0,,,,7.0,600.0,380.0
4567.0,835000.0,13.0,1870000.0,806000.0,780000.0,21.0,1750000.0,630000.0,2.0,1.0,16.0,,7.0,600.0,370.0
4717.0,1720000.0,45.0,7200000.0,1095000.0,1799000.0,70.0,7550000.0,975000.0,23.0,19.0,32.0,,7.0,2300.0,650.0
10797.0,843000.0,19.0,1040000.0,560000.0,790000.0,27.0,1380000.0,440000.0,1.0,,23.0,,9.0,650.0,335.0
17967.0,690000.0,51.0,1350000.0,300000.0,670000.0,76.0,1890000.0,375000.0,1.0,,19.0,490.0,34.0,600.0,155.0
40927.0,,,,,,1.0,8400000.0,8400000.0,,,,,1.0,650.0,650.0
24937.0,,2.0,5000000.0,3440000.0,,2.0,4400000.0,2850000.0,,,,,,,
26267.0,,1.0,1400000.0,1400000.0,,2.0,1900000.0,1300000.0,,,,,,,
32957.0,,1.0,3120000.0,3120000.0,,3.0,3000000.0,2700000.0,1.0,,,,,,
36367.0,,8.0,7650000.0,1125000.0,,9.0,8000000.0,1100000.0,5.0,5.0,,,2.0,980.0,375.0
28217.0,1850000.0,86.0,6175000.0,175000.0,1900000.0,158.0,6200000.0,170000.0,7.0,6.0,30.0,893.0,28.0,1450.0,360.0
28317.0,1530000.0,107.0,5050000.0,180000.0,1795000.0,170.0,7750000.0,150000.0,8.0,7.0,34.0,698.0,46.0,2920.0,460.0
32327.0,930000.0,13.0,1668000.0,605000.0,875000.0,20.0,1600000.0,580000.0,2.0,1.0,14.0,,4.0,550.0,410.0
36677.0,811000.0,46.0,2500000.0,500000.0,788000.0,57.0,2520000.0,450000.0,4.0,2.0,21.0,490.0,13.0,550.0,390.0
33327.0,4558000.0,14.0,9600000.0,1690000.0,4950000.0,30.0,9975000.0,480000.0,5.0,5.0,,,1.0,1500.0,1500.0
33927.0,,2.0,8900000.0,3220000.0,,4.0,9975000.0,2100000.0,1.0,1.0,,,3.0,1950.0,550.0
33937.0,,3.0,2705000.0,1400000.0,,4.0,4400000.0,1350000.0,1.0,,,,1.0,220.0,220.0
