streetNumber,streetName,streetType,suburb,postcode,state,geoLocation,propertyType,bedrooms,bathrooms,carspaces,result,agent,id,agencyId,agencyName,agencyProfilePageUrl,propertyDetailsUrl,price,unitNumber,area,second_ID,canonicalUrl,areaSize,photos
11,Park,St,Abbotsford,3067.0,Vic,"{'latitude': -37.8091018, 'longitude': 144.9937248}",House,4,1.0,1.0,AUSD,Nelson Alexander Commercial,2017652430,4718,Nelson Alexander Fitzroy,https://www.domain.com.au/real-estate-agencies/nelsonalexanderfitzroy-4718,https://www.domain.com.au/11-park-street-abbotsford-vic-3067-2017652430,1746000,,0,HN-2713-UF,https://www.domain.com.au/property-profile/11-park-street-abbotsford-vic-3067,281,https://bucket-api.domain.com.au/v1/bucket/image/2017652430_1_1_220322_024125-w1600-h1072
75,Halsey,Rd,Airport West,3042.0,Vic,"{'latitude': -37.7190478, 'longitude': 144.8850014}",House,3,2.0,1.0,AUSP,Hpg Estate Agents,2017642616,34194,HPG ESTATE AGENTS,https://www.domain.com.au/real-estate-agencies/hpgestateagents-34194,https://www.domain.com.au/75-halsey-road-airport-west-vic-3042-2017642616,1060000,,0,BH-8085-YU,https://www.domain.com.au/property-profile/75-halsey-road-airport-west-vic-3042,307,https://bucket-api.domain.com.au/v1/bucket/image/2017642616_1_1_220307_120437-w3024-h2016
18,Highridge,Cr,Airport West,3042.0,Vic,"{'latitude': -37.7274118, 'longitude': 144.8825987}",House,3,1.0,1.0,AUSD,Hpg Estate Agents,2017642867,34194,HPG ESTATE AGENTS,https://www.domain.com.au/real-estate-agencies/hpgestateagents-34194,https://www.domain.com.au/18-highridge-crescent-airport-west-vic-3042-2017642867,842000,,0,SO-8745-BS,https://www.domain.com.au/property-profile/18-highridge-crescent-airport-west-vic-3042,506,https://bucket-api.domain.com.au/v1/bucket/image/2017642867_1_1_220307_010423-w900-h675
52,McIntosh,St,Airport West,3042.0,Vic,"{'latitude': -37.7209776, 'longitude': 144.8860082}",Townhouse,3,1.0,1.0,AUSD,Barry Plant Essendon,2017650477,4475,Barry Plant Essendon,https://www.domain.com.au/real-estate-agencies/barryplantessendon-4475,https://www.domain.com.au/1-52-mcintosh-street-airport-west-vic-3042-2017650477,721000,1,0,QG-5425-AO,https://www.domain.com.au/property-profile/52-mcintosh-street-airport-west-vic-3042,214,0
10,Delamare,Dr,Albanvale,3021.0,Vic,"{'latitude': -37.742586, 'longitude': 144.7658579}",House,4,2.0,2.0,AUSA,YPA St Albans,2017626096,21307,_YPA Estate Agents St Albans,https://www.domain.com.au/real-estate-agencies/ypaestateagentsstalbans-21307,https://www.domain.com.au/10-delamare-drive-albanvale-vic-3021-2017626096,805000,,0,FH-3721-QC,https://www.domain.com.au/property-profile/10-delamare-drive-albanvale-vic-3021,798,https://bucket-api.domain.com.au/v1/bucket/image/2017626096_1_1_220228_022144-w2000-h1333
28,Delamare,Dr,Albanvale,3021.0,Vic,"{'latitude': -37.7428656, 'longitude': 144.7633685}",House,4,2.0,2.0,AUSA,YPA St Albans,2017634311,21307,_YPA Estate Agents St Albans,https://www.domain.com.au/real-estate-agencies/ypaestateagentsstalbans-21307,https://www.domain.com.au/28-delamare-drive-albanvale-vic-3021-2017634311,690000,,0,CQ-8817-NV,https://www.domain.com.au/property-profile/28-delamare-drive-albanvale-vic-3021,568,https://bucket-api.domain.com.au/v1/bucket/image/2017634311_1_1_220302_060738-w2000-h1333
64,Reed,St,Albert Park,3206.0,Vic,"{'latitude': -37.846064, 'longitude': 144.947017}",House,2,1.0,1.0,AUSD,Jellis Craig Port Phillip Pty Ltd,2017644567,17566,Jellis Craig Port Phillip,https://www.domain.com.au/real-estate-agencies/jelliscraigportphillip-17566,https://www.domain.com.au/64-reed-street-albert-park-vic-3206-2017644567,1990000,,0,VI-5539-BB,https://www.domain.com.au/property-profile/64-reed-street-albert-park-vic-3206,144,https://bucket-api.domain.com.au/v1/bucket/image/2017644567_1_1_220307_062529-w1600-h1067
15,McLean,St,Albion,3020.0,Vic,"{'latitude': -37.7807634, 'longitude': 144.8166295}",Unit,3,1.0,1.0,AUSP,Barry Plant Sunshine,2017627018,8753,Barry Plant Sunshine,https://www.domain.com.au/real-estate-agencies/barryplantsunshine-8753,https://www.domain.com.au/3-15-mclean-street-albion-vic-3020-2017627018,625000,3,0,SA-6034-QT,https://www.domain.com.au/property-profile/15-mclean-street-albion-vic-3020,697,https://bucket-api.domain.com.au/v1/bucket/image/w800-h534-7312841_1_pi_150311_021642
49,Bennett,St,Alphington,3078.0,Vic,"{'latitude': -37.771406, 'longitude': 145.0316606}",House,4,3.0,3.0,AUSP,Jellis Craig Fitzroy,2017669320,3709,Jellis Craig Fitzroy,https://www.domain.com.au/real-estate-agencies/jelliscraigfitzroy-3709,https://www.domain.com.au/49-bennett-street-alphington-vic-3078-2017669320,3080000,,0,EC-3223-SR,https://www.domain.com.au/property-profile/49-bennett-street-alphington-vic-3078,595,https://bucket-api.domain.com.au/v1/bucket/image/2017669320_1_1_220316_113516-w1600-h1067
99,Esplanade,,Altona,3018.0,Vic,"{'latitude': -37.8703391, 'longitude': 144.8261621}",House,3,2.0,4.0,AUSD,Greg Hocking Elly Partners,2017633248,19574,Greg Hocking Elly Partners,https://www.domain.com.au/real-estate-agencies/greghockingellypartners-19574,https://www.domain.com.au/1-99-esplanade-altona-vic-3018-2017633248,2300000,1,0,PI-2939-TR,https://www.domain.com.au/property-profile/22-na-botto-court-morphettville-sa-5043,0,0
24,Langhorne,St,Altona Meadows,3028.0,Vic,"{'latitude': -37.8810867, 'longitude': 144.786162}",House,3,2.0,2.0,AUSD,hockingstuart Altona & Hobsons Bay,2017649228,4586,hockingstuart Altona & Hobsons Bay,https://www.domain.com.au/real-estate-agencies/hockingstuartaltonahobsonsbay-4586,https://www.domain.com.au/24-langhorne-street-altona-meadows-vic-3028-2017649228,750000,,0,MZ-9591-VQ,https://www.domain.com.au/property-profile/24-langhorne-street-altona-meadows-vic-3028,534,https://bucket-api.domain.com.au/v1/bucket/image/2017649228_1_1_220309_011622-w900-h600
3,York,Cl,Altona Meadows,3028.0,Vic,"{'latitude': -37.8755626, 'longitude': 144.7900259}",House,3,2.0,3.0,AUSD,Greg Hocking Elly Partners,2017627594,19574,Greg Hocking Elly Partners,https://www.domain.com.au/real-estate-agencies/greghockingellypartners-19574,https://www.domain.com.au/3-york-close-altona-meadows-vic-3028-2017627594,912000,,0,GI-2417-RH,https://www.domain.com.au/property-profile/3-york-close-altona-meadows-vic-3028,630,https://bucket-api.domain.com.au/v1/bucket/image/2017627594_1_1_220228_063339-w4000-h2667
35A,Angus,Av,Altona North,3025.0,Vic,"{'latitude': -37.8348169, 'longitude': 144.8567823}",House,3,2.0,2.0,AUSP,Buxton Inner West,2017645445,4371,Buxton Inner West,https://www.domain.com.au/real-estate-agencies/buxtoninnerwest-4371,https://www.domain.com.au/35a-angus-avenue-altona-north-vic-3025-2017645445,905000,,0,LM-7329-QY,https://www.domain.com.au/property-profile/35a-angus-avenue-altona-north-vic-3025,328,https://bucket-api.domain.com.au/v1/bucket/image/2017645445_1_1_220307_115013-w1600-h1067
75,Blanche,St,Ardeer,3022.0,Vic,"{'latitude': -37.7793839, 'longitude': 144.7997957}",House,3,1.0,1.0,AUSP,Barry Plant Sunshine,2017618579,8753,Barry Plant Sunshine,https://www.domain.com.au/real-estate-agencies/barryplantsunshine-8753,https://www.domain.com.au/75-blanche-street-ardeer-vic-3022-2017618579,785000,,0,IL-1052-MO,https://www.domain.com.au/property-profile/75-blanche-street-ardeer-vic-3022,602,https://bucket-api.domain.com.au/v1/bucket/image/2017618579_1_1_220224_120635-w3840-h2560
111,Suspension,St,Ardeer,3022.0,Vic,"{'latitude': -37.7817783, 'longitude': 144.7992785}",House,5,1.0,2.0,AUSP,Barry Plant Sunshine,2017612293,8753,Barry Plant Sunshine,https://www.domain.com.au/real-estate-agencies/barryplantsunshine-8753,https://www.domain.com.au/111-suspension-street-ardeer-vic-3022-2017612293,850000,,0,OG-9022-NY,https://www.domain.com.au/property-profile/111-suspension-street-ardeer-vic-3022,594,https://bucket-api.domain.com.au/v1/bucket/image/2017612293_1_1_220222_052626-w1500-h1000
13,Inverness,Av,Armadale,3143.0,Vic,"{'latitude': -37.8594095, 'longitude': 145.0216719}",House,4,2.0,1.0,AUHB,Thomson,2017652415,176,Thomson ,https://www.domain.com.au/real-estate-agencies/thomson-176,https://www.domain.com.au/13-inverness-avenue-armadale-vic-3143-2017652415,2720000,,0,PC-1013-RQ,https://www.domain.com.au/property-profile/13-inverness-avenue-armadale-vic-3143,796,https://bucket-api.domain.com.au/v1/bucket/image/2017652415_2_1_220309_112351-w1500-h1000
844,Malvern,Rd,Armadale,3143.0,Vic,"{'latitude': -37.8504331, 'longitude': 145.018443}",Unit,2,1.0,1.0,AUSD,Gary Peer,2017643090,273, Gary Peer,https://www.domain.com.au/real-estate-agencies/garypeer-273,https://www.domain.com.au/9-844-malvern-road-armadale-vic-3143-2017643090,540000,9,0,IN-0787-LW,https://www.domain.com.au/property-profile/844-malvern-road-armadale-vic-3143,1355,0
23-25,St Georges,Rd,Armadale,3143.0,Vic,"{'latitude': -37.8604028, 'longitude': 145.0216851}",Unit,2,1.0,1.0,AUSD,Belle Property South Yarra,2017643583,3721,Belle Property South Yarra,https://www.domain.com.au/real-estate-agencies/bellepropertysouthyarra-3721,https://www.domain.com.au/3-23-25-st-georges-road-armadale-vic-3143-2017643583,740000,3,0,UP-2961-NO,0,0,0
42,Roseberry,St,Ascot Vale,3032.0,Vic,"{'latitude': -37.7742825, 'longitude': 144.9133789}",Unit,3,2.0,2.0,AUSP,Nelson Alexander Ascot Vale,2017656109,4723,Nelson Alexander Ascot Vale,https://www.domain.com.au/real-estate-agencies/nelsonalexanderascotvale-4723,https://www.domain.com.au/5-42-roseberry-street-ascot-vale-vic-3032-2017656109,1250000,5,0,KS-4336-BF,0,0,0
100,Union,Rd,Ascot Vale,3032.0,Vic,"{'latitude': -37.7767332, 'longitude': 144.9155296}",Unit,2,1.0,1.0,AUSA,HAR West,2017662027,28524,Harcourts West Realty,https://www.domain.com.au/real-estate-agencies/harcourtswestrealty-28524,https://www.domain.com.au/25-100-union-road-ascot-vale-vic-3032-2017662027,618000,25,0,EZ-3703-KV,0,0,0
17,Unley,Gr,Ascot Vale,3032.0,Vic,"{'latitude': -37.7745423, 'longitude': 144.9217637}",House,3,1.0,1.0,AUSD,Nelson Alexander Keilor East,2017649815,15596,Nelson Alexander Keilor East,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkeiloreast-15596,https://www.domain.com.au/17-unley-grove-ascot-vale-vic-3032-2017649815,1220000,,0,BR-6281-BG,https://www.domain.com.au/property-profile/17-unley-grove-ascot-vale-vic-3032,238,https://bucket-api.domain.com.au/v1/bucket/image/2017649815_1_1_220309_025225-w1600-h1067
56,Fakenham,Rd,Ashburton,3147.0,Vic,"{'latitude': -37.8631322, 'longitude': 145.0916283}",House,2,1.0,3.0,AUHB,Jellis Craig - Boroondara,2017647616,6525, Jellis Craig & Company Pty Ltd,https://www.domain.com.au/real-estate-agencies/jelliscraigcompanyptyltd-6525,https://www.domain.com.au/56-fakenham-road-ashburton-vic-3147-2017647616,1635000,,0,ZQ-7118-LF,https://www.domain.com.au/property-profile/56-fakenham-road-ashburton-vic-3147,732,https://bucket-api.domain.com.au/v1/bucket/image/2017647616_1_1_220308_061813-w1600-h1067
1,Ramu,Gr,Ashburton,3147.0,Vic,"{'latitude': -37.8707913, 'longitude': 145.0839485}",House,3,2.0,2.0,AUHB,Marshall White Stonnington,2017645389,4450,Marshall White Stonnington,https://www.domain.com.au/real-estate-agencies/marshallwhitestonnington-4450,https://www.domain.com.au/1-1-ramu-grove-ashburton-vic-3147-2017645389,1490000,1,0,ST-0449-HR,https://www.domain.com.au/property-profile/1-ramu-grove-ashburton-vic-3147,523,https://bucket-api.domain.com.au/v1/bucket/image/w800-h600-8012368_1_pi_150312_090058
11,Ashwood,Dr,Ashwood,3147.0,Vic,"{'latitude': -37.8574467, 'longitude': 145.1061762}",House,4,3.0,2.0,AUSD,J & D Real Estate,2017630343,30827,J & D Real Estate,https://www.domain.com.au/real-estate-agencies/jdrealestate-30827,https://www.domain.com.au/11-ashwood-drive-ashwood-vic-3147-2017630343,1850000,,0,AK-3669-QU,https://www.domain.com.au/property-profile/11-ashwood-drive-ashwood-vic-3147,723,https://bucket-api.domain.com.au/v1/bucket/image/2017630343_1_1_220301_053033-w3000-h2000
41a,Herbert,St,Avondale Heights,3034.0,Vic,"{'latitude': -37.766166, 'longitude': 144.857505}",House,4,3.0,1.0,AUSD,Moonee Valley Real Estate,2017630554,11740,Moonee Valley Real Estate,https://www.domain.com.au/real-estate-agencies/mooneevalleyrealestate,https://www.domain.com.au/41a-herbert-street-avondale-heights-vic-3034-2017630554,1380000,,0,UN-6790-TK,https://www.domain.com.au/property-profile/41a-herbert-street-parkdale-vic-3195,938,0
43,North,Rd,Avondale Heights,3034.0,Vic,"{'latitude': -37.75399, 'longitude': 144.8580601}",House,3,1.0,2.0,AUSP,Barry Plant Keilor East,2017649541,27626,Barry Plant Keilor East,https://www.domain.com.au/real-estate-agencies/barryplantkeiloreast-27626,https://www.domain.com.au/43-north-road-avondale-heights-vic-3034-2017649541,950000,,0,CC-6284-LI,https://www.domain.com.au/property-profile/43-north-road-avondale-heights-vic-3034,602,https://bucket-api.domain.com.au/v1/bucket/image/2017649541_1_1_220309_021013-w2499-h1665
64,Thompson,St,Avondale Heights,3034.0,Vic,"{'latitude': -37.7593586, 'longitude': 144.8543019}",House,3,1.0,1.0,AUSP,Nelson Alexander Keilor East,2017649435,15596,Nelson Alexander Keilor East,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkeiloreast-15596,https://www.domain.com.au/64-thompson-street-avondale-heights-vic-3034-2017649435,890000,,0,RZ-3638-SW,https://www.domain.com.au/property-profile/64-thompson-street-avondale-heights-vic-3034,581,https://bucket-api.domain.com.au/v1/bucket/image/2017649435_1_1_220309_015324-w1600-h900
10A,Westminster,Dr,Avondale Heights,3034.0,Vic,"{'latitude': -37.7639074, 'longitude': 144.8612857}",House,3,2.0,1.0,AUSP,Moonee Valley Real Estate,2017627505,11740,Moonee Valley Real Estate,https://www.domain.com.au/real-estate-agencies/mooneevalleyrealestate,https://www.domain.com.au/10a-westminster-dr-avondale-heights-vic-3034-2017627505,940000,,0,WZ-7229-FC,https://www.domain.com.au/property-profile/10a-westminster-drive-avondale-heights-vic-3034,286,https://bucket-api.domain.com.au/v1/bucket/image/2017627505_1_1_220228_061648-w2100-h1400
1,Linton,St,Balaclava,3183.0,Vic,"{'latitude': -37.8659922, 'longitude': 144.9926361}",House,3,1.0,1.0,AUSD,Buxton St Kilda,2017651062,15964,Buxton St Kilda,https://www.domain.com.au/real-estate-agencies/buxtonstkilda-15964,https://www.domain.com.au/1-linton-street-balaclava-vic-3183-2017651062,1217000,,0,FX-2090-FF,https://www.domain.com.au/property-profile/1-linton-street-balaclava-vic-3183,186,https://bucket-api.domain.com.au/v1/bucket/image/2017651062_1_1_220309_054508-w1600-h1067
44,Weir,St,Balwyn,3103.0,Vic,"{'latitude': -37.8141075, 'longitude': 145.0845756}",House,2,1.0,2.0,AUSD,Nelson Alexander Kew,2017648734,3909,Nelson Alexander Kew,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkew-3909,https://www.domain.com.au/44-weir-street-balwyn-vic-3103-2017648734,3030000,,0,ON-7924-LS,https://www.domain.com.au/property-profile/44-weir-street-balwyn-vic-3103,1002,https://bucket-api.domain.com.au/v1/bucket/image/2017648734_1_1_220308_114803-w1600-h1066
58,Sylvander,St,Balwyn North,3104.0,Vic,"{'latitude': -37.7868357, 'longitude': 145.0937506}",House,5,3.0,2.0,AUSD,Fletchers Balwyn North,2017650991,4339,Fletchers Balwyn North,https://www.domain.com.au/real-estate-agencies/fletchersbalwynnorth-4339,https://www.domain.com.au/58-sylvander-street-balwyn-north-vic-3104-2017650991,2230000,,0,CC-0462-RK,https://www.domain.com.au/property-profile/58-sylvander-street-balwyn-north-vic-3104,650,https://bucket-api.domain.com.au/v1/bucket/image/2017650991_1_1_220309_053827-w1600-h1067
6,The Boulevard,,Balwyn North,3104.0,Vic,"{'latitude': -37.7874646, 'longitude': 145.0661566}",House,4,2.0,3.0,AUHB,Marshall White Balwyn,2017638873,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/6-the-boulevard-balwyn-north-vic-3104-2017638873,2025000,,0,PI-2939-TR,https://www.domain.com.au/property-profile/22-na-botto-court-morphettville-sa-5043,0,0
38,Tower,Rd,Balwyn North,3104.0,Vic,"{'latitude': -37.8015986, 'longitude': 145.0809973}",House,3,2.0,3.0,AUSD,Fletchers Balwyn North,2017649319,4339,Fletchers Balwyn North,https://www.domain.com.au/real-estate-agencies/fletchersbalwynnorth-4339,https://www.domain.com.au/38-tower-road-balwyn-north-vic-3104-2017649319,2418000,,0,AR-8130-GM,https://www.domain.com.au/property-profile/38-tower-road-balwyn-north-vic-3104,649,https://bucket-api.domain.com.au/v1/bucket/image/2017649319_1_1_220309_013248-w1600-h1068
131,Charman,Rd,Beaumaris,3193.0,Vic,"{'latitude': -37.9779328, 'longitude': 145.0524872}",Townhouse,3,2.0,4.0,AUHB,Maitland Group,2017644773,13671,Maitland Group,https://www.domain.com.au/real-estate-agencies/maitlandgroup-13671,https://www.domain.com.au/5-131-charman-road-near-rossmith-avenue-beaumaris-vic-3193-2017644773,1200000,5,0,AQ-1930-CX,https://www.domain.com.au/property-profile/131-charman-road-beaumaris-vic-3193,254,0
1,Te Hongi,Ct,Beaumaris,3193.0,Vic,"{'latitude': -37.9854255, 'longitude': 145.0272612}",House,3,2.0,2.0,AUHB,Hodges Sandringham,2017651286,3917,Hodges Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/hodgesrealestatesandringham-3917,https://www.domain.com.au/1-te-hongi-court-beaumaris-vic-3193-2017651286,2100000,,0,ZH-1103-DQ,https://www.domain.com.au/property-profile/1-te-hongi-court-beaumaris-vic-3193,380,https://bucket-api.domain.com.au/v1/bucket/image/2017651286_1_1_220309_061308-w1600-h1068
26,Tibbles,St,Beaumaris,3193.0,Vic,"{'latitude': -37.9727789, 'longitude': 145.0385123}",House,3,1.0,2.0,AUSD,Eview Group,2017642834,11919,Eview Group - Australia,https://www.domain.com.au/real-estate-agencies/eviewgroupaustralia-11919,https://www.domain.com.au/26-tibbles-street-beaumaris-vic-3193-2017642834,1780000,,0,JS-9579-PU,https://www.domain.com.au/property-profile/26-tibbles-street-beaumaris-vic-3193,782,https://bucket-api.domain.com.au/v1/bucket/image/2017642834_2_1_220307_125532-w6000-h4002
51,Pavo,St,Belmont,3216.0,Vic,"{'latitude': -38.1802196, 'longitude': 144.3280785}",House,3,1.0,2.0,AUSD,McGrath Geelong ; Newtown,2017642600,5797,McGrath Geelong | Newtown,https://www.domain.com.au/real-estate-agencies/mcgrathgeelongnewtown-5797,https://www.domain.com.au/51-pavo-street-belmont-vic-3216-2017642600,837000,,0,NP-1749-PM,https://www.domain.com.au/property-profile/51-pavo-street-belmont-vic-3216,679,https://bucket-api.domain.com.au/v1/bucket/image/2017642600_1_1_220307_120110-w4134-h2756
9,Clairmont,Av,Bentleigh,3204.0,Vic,"{'latitude': -37.9213484, 'longitude': 145.0256759}",Townhouse,3,2.0,2.0,AUSD,Jellis Craig Bentleigh,2017645620,30117,Jellis Craig Bentleigh,https://www.domain.com.au/real-estate-agencies/jelliscraigbentleigh-30117,https://www.domain.com.au/2-9-clairmont-avenue-bentleigh-vic-3204-2017645620,1300000,2,0,BH-8783-MI,https://www.domain.com.au/property-profile/9-clairmont-avenue-bentleigh-vic-3204,583,0
15b,Evelyn,St,Bentleigh,3204.0,Vic,"{'latitude': -37.9182259, 'longitude': 145.0494554}",Townhouse,4,2.0,2.0,AUSP,Buxton Bentleigh,2017666500,3811,Buxton Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/buxtonrealestatebentleigh-3811,https://www.domain.com.au/15b-evelyn-street-bentleigh-vic-3204-2017666500,1947000,,0,HA-3584-HI,https://www.domain.com.au/property-profile/15b-evelyn-street-bentleigh-vic-3204,388,https://bucket-api.domain.com.au/v1/bucket/image/2017666500_1_1_220316_030051-w1600-h1067
4B,Bevis,St,Bentleigh East,3165.0,Vic,"{'latitude': -37.9185362, 'longitude': 145.0524465}",Unit,3,2.0,1.0,AUSD,C21 on Centre,2017645158,3604,Century 21 On Centre,https://www.domain.com.au/real-estate-agencies/c21bentleigh,https://www.domain.com.au/2-4b-bevis-street-bentleigh-east-vic-3165-2017645158,1061000,2,0,NF-0730-MK,https://www.domain.com.au/property-profile/4b-bevis-street-bentleigh-east-vic-3165,232,0
176,Bignell,Rd,Bentleigh East,3165.0,Vic,"{'latitude': -37.9248503, 'longitude': 145.0714119}",House,3,1.0,2.0,AUSD,Hodges Bentleigh,2017633255,3912,Hodges Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/hodgesrealestatebentleigh-3912,https://www.domain.com.au/176-bignell-road-bentleigh-east-vic-3165-2017633255,1215000,,0,GQ-9133-VP,https://www.domain.com.au/property-profile/176-bignell-road-bentleigh-east-vic-3165,585,https://bucket-api.domain.com.au/v1/bucket/image/2017633255_1_1_220302_034925-w1600-h1067
2c,Blenheim,St,Bentleigh East,3165.0,Vic,"{'latitude': -37.9100354, 'longitude': 145.0699904}",Townhouse,3,2.0,1.0,AUSD,Jellis Craig Bentleigh,2017645965,30117,Jellis Craig Bentleigh,https://www.domain.com.au/real-estate-agencies/jelliscraigbentleigh-30117,https://www.domain.com.au/2c-blenheim-street-bentleigh-east-vic-3165-2017645965,1425000,,0,WP-2973-UN,https://www.domain.com.au/property-profile/2c-blenheim-street-bentleigh-east-vic-3165,199,https://bucket-api.domain.com.au/v1/bucket/image/2017645965_1_1_220308_013448-w1600-h1067
6,Brad,St,Bentleigh East,3165.0,Vic,"{'latitude': -37.9314686, 'longitude': 145.0620431}",Unit,2,1.0,1.0,AUSP,Buxton Bentleigh,2017666541,3811,Buxton Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/buxtonrealestatebentleigh-3811,https://www.domain.com.au/2-6-brad-street-bentleigh-east-vic-3165-2017666541,630000,2,0,XF-3429-RS,https://www.domain.com.au/property-profile/6-brad-street-bentleigh-east-vic-3165,608,0
96,Castlewood,St,Bentleigh East,3165.0,Vic,"{'latitude': -37.9169889, 'longitude': 145.0736221}",Townhouse,4,2.0,2.0,AUSD,Jellis Craig Bentleigh,2017646597,30117,Jellis Craig Bentleigh,https://www.domain.com.au/real-estate-agencies/jelliscraigbentleigh-30117,https://www.domain.com.au/2-96-castlewood-street-bentleigh-east-vic-3165-2017646597,1245000,2,0,EA-9571-YO,https://www.domain.com.au/property-profile/96-castlewood-street-bentleigh-east-vic-3165,306,0
8,Clarence,St,Bentleigh East,3165.0,Vic,"{'latitude': -37.9282631, 'longitude': 145.0588773}",House,3,1.0,2.0,AUSD,Buxton Bentleigh,2017668005,3811,Buxton Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/buxtonrealestatebentleigh-3811,https://www.domain.com.au/8-clarence-street-bentleigh-east-vic-3165-2017668005,1436000,,0,SK-5831-PH,https://www.domain.com.au/property-profile/8-clarence-street-bentleigh-east-vic-3165,593,https://bucket-api.domain.com.au/v1/bucket/image/2017668005_1_1_220316_061808-w1600-h1067
31A,Purtell,St,Bentleigh East,3165.0,Vic,"{'latitude': -37.9256208, 'longitude': 145.053226}",Townhouse,3,2.0,2.0,AUSP,Buxton Bentleigh,2017650040,3811,Buxton Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/buxtonrealestatebentleigh-3811,https://www.domain.com.au/31a-purtell-street-bentleigh-east-vic-3165-2017650040,1700000,,0,UF-3030-IA,https://www.domain.com.au/property-profile/31a-purtell-street-bentleigh-east-vic-3165,314,https://bucket-api.domain.com.au/v1/bucket/image/2017650040_1_1_220309_033011-w1600-h1067
3,Sherlowe,Ct,Bentleigh East,3165.0,Vic,"{'latitude': -37.925513, 'longitude': 145.071727}",House,3,1.0,2.0,AUSP,Buxton Bentleigh,2017652410,3811,Buxton Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/buxtonrealestatebentleigh-3811,https://www.domain.com.au/3-sherlowe-court-bentleigh-east-vic-3165-2017652410,1270000,,0,QO-7358-BT,https://www.domain.com.au/property-profile/3-sherlowe-court-bentleigh-east-vic-3165,610,https://bucket-api.domain.com.au/v1/bucket/image/2017652410_1_1_220309_112200-w1600-h1067
59,Victor,Rd,Bentleigh East,3165.0,Vic,"{'latitude': -37.928083, 'longitude': 145.078487}",House,5,4.0,3.0,AUSD,Crown Property Group Vic,2017657398,33843,Crown Property Group Vic,https://www.domain.com.au/real-estate-agencies/crownpropertygroupvic-33843,https://www.domain.com.au/59-victor-road-bentleigh-east-vic-3165-2017657398,2305000,,0,UG-4981-RF,https://www.domain.com.au/property-profile/59-victor-road-bentleigh-east-vic-3165,701,https://bucket-api.domain.com.au/v1/bucket/image/2017657398_1_1_220311_040519-w2000-h1500
14,Clendon,St,Berwick,3806.0,Vic,"{'latitude': -38.063266, 'longitude': 145.349893}",House,4,2.0,4.0,AUSP,RW Dandenong,2017646371,8878,Ray White Dandenong,https://www.domain.com.au/real-estate-agencies/raywhitedandenong-8878,https://www.domain.com.au/14-clendon-street-berwick-vic-3806-2017646371,1020000,,0,BN-4806-QB,https://www.domain.com.au/property-profile/14-clendon-street-berwick-vic-3806,578,https://bucket-api.domain.com.au/v1/bucket/image/2017646371_1_1_220308_102213-w1920-h1280
145,High,St,Berwick,3806.0,Vic,"{'latitude': -38.0360604, 'longitude': 145.3550263}",House,4,2.0,2.0,AUSD,Ray White Berwick,2017623330,31114,Ray White Berwick,https://www.domain.com.au/real-estate-agencies/raywhiteberwick-31114,https://www.domain.com.au/145-high-street-berwick-vic-3806-2017623330,1355002,,0,FM-4375-RS,https://www.domain.com.au/property-profile/145-high-street-berwick-vic-3806,1012,https://bucket-api.domain.com.au/v1/bucket/image/15123404_1_1_220224_115224-w1920-h1280
4,Kenny,Ct,Berwick,3806.0,Vic,"{'latitude': -38.042911, 'longitude': 145.361228}",House,4,2.0,2.0,AUSD,Peake Real Estate,2017650321,8709,Peake Real Estate,https://www.domain.com.au/real-estate-agencies/peakerealestate-8709,https://www.domain.com.au/4-kenny-court-berwick-vic-3806-2017650321,915000,,0,GW-5603-ZD,https://www.domain.com.au/property-profile/4-kenny-court-berwick-vic-3806,748,https://bucket-api.domain.com.au/v1/bucket/image/2017650321_1_1_220309_040720-w1950-h1300
6,Nangwarry,Ct,Berwick,3806.0,Vic,"{'latitude': -38.020067, 'longitude': 145.323547}",House,5,2.0,2.0,AUSP,Barry Plant Berwick,2017651765,17479,Barry Plant Berwick ( Sales ),https://www.domain.com.au/real-estate-agencies/barryplantberwicksales-17479,https://www.domain.com.au/6-nangwarry-court-berwick-vic-3806-2017651765,890000,,0,SQ-1688-SO,https://www.domain.com.au/property-profile/6-nangwarry-court-berwick-vic-3806,615,https://bucket-api.domain.com.au/v1/bucket/image/2017651765_13_1_220309_080031-w2048-h1365
